Monitoring Period Date,NPDES Permit Number,Facility Name,City,State,ZIP Code,County,Total Facility Design Flow (MGD),Parameter Description,Pollutant Load (kg/period),Average Daily Load (kg/day),Average Concentration (mg/L),% Load from DMRs,% Load from Limits,Max Allowable Load (kg/period),Load Over Limit (Option 1) (kg/period),Load Over Limit (Option 2) (kg/period),Wastewater Flow (MGal/period),Average Daily Flow (MGD),Average Wastewater pH
11/30/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",21,0.7,2.032313789,100,0,420,0,-399,2.73,0.091,6.7
11/30/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1670.27508,55.675836,1.62,100,0,0,0,,272.4,9.08,
11/30/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",4866.48048,162.216016,4.72,100,0,0,0,,272.4,9.08,
11/30/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",61.86204,2.062068,0.06,100,0,0,0,,272.4,9.08,
11/30/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3,0.1,3.774297037,100,0,135,0,-132,0.21,0.007,8.4
11/30/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",30,1,2.903305413,100,0,1290,0,-1260,2.73,0.091,6.7
11/30/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",150,5,0.145165271,100,0,36000,0,-35850,273,9.1,7.3
11/30/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,51,0,,0,0,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Aluminum, total recoverable",0,0,0.386,100,0,0,0,0,,,
12/31/19,VAG408447,ECKFORD JASON RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/19,VAG408479,FADELEY THOMAS J RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/19,VAG408448,GODFREY GREGORY AND SALLY RESIDENCE,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/19,VAG408417,KNIGHT ROBERT AND JESSICA RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/19,VAG408435,LOFLIN LAURA RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/19,VAG408498,MARCUS ELIZABETH RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"BOD, 5-day, 20 deg. C",,,,100,0,0,0,,0,0,
12/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,117.8,0,,0.186,0.006,
12/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",34.1,1.1,2.996091463,100,0,682,0,-647.9,3.007,0.097,6.6
12/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",341,11,0.330250991,100,0,17670,0,-17329,272.8,8.8,7.2
12/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
12/31/19,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"BOD, carbonaceous, 05 day, 20 C",18.4,0.1,26.42007926,100,0,121.44,0,-103.04,0.031,0.001,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Cadmium, total recoverable",0,0,0,100,0,0,0,0,,,
12/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Chlorine, total residual",,,,100,0,0.006124887,0,,0.186,0.006,8.2
12/31/19,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Chlorine, total residual",,,,100,0,0,0,,0,0,
12/31/19,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Chlorine, total residual",,,,100,0,0.55924132,0,,13.432,0.146,8
12/31/19,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Chlorine, total residual",0.1525355,0.0049205,1.3,100,0,0.211203,0,-0.0586675,0.031,0.001,6.7
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Chromium, total recoverable",0,0,0,100,0,0,0,0,,,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Copper, total recoverable",0,0,0.024,100,0,0,0,0,,,
12/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,E. coli,,,,100,0,1044.4329,0,,0.186,0.006,
12/31/19,VAG408447,ECKFORD JASON RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/19,VAG408479,FADELEY THOMAS J RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,E. coli,56.907475,1.835725,5,100,0,1434.06837,0,-1377.160895,3.007,0.097,6.6
12/31/19,VAG408448,GODFREY GREGORY AND SALLY RESIDENCE,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/19,VAG408417,KNIGHT ROBERT AND JESSICA RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/19,VAG408435,LOFLIN LAURA RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/19,VAG408498,MARCUS ELIZABETH RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,E. coli,,,,100,0,0,0,,0,0,
12/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,E. coli,2065.096,66.616,2,100,0,130101.048,0,-128035.952,272.8,8.8,7.2
12/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,E. coli,,,,100,0,0,0,,0,0,
12/31/19,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,E. coli,6.907625,0.018925,5,100,0,174.07215,0,-167.164525,0.031,0.001,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Iron, total recoverable",0,0,1.4,100,0,0,0,0,,,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Lead, total recoverable",0,0,0.007,100,0,0,0,0,,,
12/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,Nitrite plus nitrate total 1 det. (as N),592.3150285,1.6227809,4.42,100,0,0,0,,3.007,0.097,
12/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,Nitrite plus nitrate total 1 det. (as N),2559.088084,82.5512285,2.47,100,0,0,0,,273.73,8.83,
12/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Nitrogen, ammonia total (as N)",,,,100,0,6.617694,0,,0.186,0.006,
12/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, ammonia total (as N)",1239.0576,39.9696,1.2,100,0,7227.836,0,-5988.7784,272.8,8.8,
12/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, ammonia total (as N)",,,,100,0,0,0,,0,0,
12/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, Kjeldahl, total (as N)",21.7,0.7,1.906603658,100,0,434,0,-412.3,3.007,0.097,6.6
12/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Kjeldahl, total (as N)",1968.529295,63.500945,1.9,100,0,0,0,,273.73,8.83,
12/31/19,VAR051960,CHARLOTTESVILLE AREA TRANSIT-ADMIN MAINT AND OPRTN,CHARLOTTESVILLE,VA,22902,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Nitrogen, total (as N)",810.7479463,2.22122725,6.05,100,0,0,0,,3.007,0.097,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050973,IVY LANDFILL,CHARLOTTESVILLE,VA,22903-7205,ALBEMARLE,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAR050974,REPUBLIC SERVICES OF CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902-8710,CHARLOTTESVILLE,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, total (as N)",4527.617379,146.0521735,4.37,100,0,0,0,,273.73,8.83,
12/31/19,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Nitrogen, total (as N)",0,0,2.16,100,0,0,0,,,,
12/31/19,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Nitrogen, total (as N)",0,0,1.82,100,0,0,0,,,,
12/31/19,VAR051372,UNIVERSITY OF VIRGINIA PARKING AND TRANSPORTATION,CHARLOTTESVILLE,VA,22904,,,"Nitrogen, total (as N)",0,0,2.02,100,0,0,0,,,,
12/31/19,VAR052483,WASTE MANAGEMENT OF VIRGINIA INC - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902,,,"Nitrogen, total (as N)",,,,100,0,0,0,,,,
12/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Nitrogen, Total As N",60543.9516,165.87384,4.98,100,0,72944.52,0,-12400.5684,272.8,8.8,
12/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Nitrogen, Total As N",70551.47392,193.2917094,5.783445393,100,0,351.6217811,0,-57790.47619,273.73,8.83,
12/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Nitrogen, Total As N",,,,100,0,0,0,,0,0,
12/31/19,VAG750045,ALBEMARLE COUNTY SCHOOLS VEHICLE MAINTENANCE FAC,CHARLOTTESVILLE,VA,22901,,,Oil & grease,0,0,0,100,0,12.95179687,0,0,0.228125,0.000625,6.8
12/31/19,VAR051960,CHARLOTTESVILLE AREA TRANSIT-ADMIN MAINT AND OPRTN,CHARLOTTESVILLE,VA,22902,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Phosphorus, total (as P)",308.2182275,0.8444335,2.3,100,0,0,0,,3.007,0.097,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050973,IVY LANDFILL,CHARLOTTESVILLE,VA,22903-7205,ALBEMARLE,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAR050974,REPUBLIC SERVICES OF CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902-8710,CHARLOTTESVILLE,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, total (as P)",103.606805,3.342155,0.1,100,0,0,0,,273.73,8.83,
12/31/19,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Phosphorus, total (as P)",0,0,0.158,100,0,0,0,,,,
12/31/19,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Phosphorus, total (as P)",0,0,0.187,100,0,0,0,,,,
12/31/19,VAR051372,UNIVERSITY OF VIRGINIA PARKING AND TRANSPORTATION,CHARLOTTESVILLE,VA,22904,,,"Phosphorus, total (as P)",0,0,0.209,100,0,0,0,,,,
12/31/19,VAR052483,WASTE MANAGEMENT OF VIRGINIA INC - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902,,,"Phosphorus, total (as P)",,,,100,0,0,0,,,,
12/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Phosphorus, Total As P",2796.2066,7.66084,0.23,100,0,6078.71,0,-3282.5034,272.8,8.8,
12/31/19,VAN040076,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,,"Phosphorus, Total As P",3104.761905,8.506196999,0.254512343,100,0,23.01742615,0,-5296.598639,273.73,8.83,
12/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Phosphorus, Total As P",,,,100,0,0,0,,0,0,
12/31/19,VAG750045,ALBEMARLE COUNTY SCHOOLS VEHICLE MAINTENANCE FAC,CHARLOTTESVILLE,VA,22901,,,"Solids, total suspended",4.144575,0.011355,4.8,100,0,51.8071875,0,-47.6626125,0.228125,0.000625,6.8
12/31/19,VAG110064,ALLIED CONCRETE COMPANY - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22903-5315,CHARLOTTESVILLE CITY,,"Solids, total suspended",0,0,89.8,100,0,0,0,,,,9.97
12/31/19,VAG110064,ALLIED CONCRETE COMPANY - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22903-5315,CHARLOTTESVILLE CITY,,"Solids, total suspended",0,0,5.6,100,0,0,0,,,,8.64
12/31/19,VAG110064,ALLIED CONCRETE COMPANY - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22903-5315,CHARLOTTESVILLE CITY,,"Solids, total suspended",0,0,150,100,0,0,0,,,,9.98
12/31/19,VAG110064,ALLIED CONCRETE COMPANY - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22903-5315,CHARLOTTESVILLE CITY,,"Solids, total suspended",0,0,121,100,0,0,0,,,,9.8
12/31/19,VAR051960,CHARLOTTESVILLE AREA TRANSIT-ADMIN MAINT AND OPRTN,CHARLOTTESVILLE,VA,22902,,,"Solids, total suspended",0,0,15.2,100,0,0,0,0,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAR050503,CHARLOTTESVILLE-ALBEMARLE AIRPORT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"Solids, total suspended",3.1,0.1,4.403346543,100,0,139.5,0,-136.4,0.186,0.006,8.2
12/31/19,VAG408447,ECKFORD JASON RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/19,VAG408479,FADELEY THOMAS J RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/19,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"Solids, total suspended",31,1,2.723719511,100,0,1333,0,-1302,3.007,0.097,6.6
12/31/19,VAG408448,GODFREY GREGORY AND SALLY RESIDENCE,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Solids, total suspended",0,0,13,100,0,0,0,0,,,
12/31/19,VAR050973,IVY LANDFILL,CHARLOTTESVILLE,VA,22903-7205,ALBEMARLE,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAG408417,KNIGHT ROBERT AND JESSICA RESIDENCE,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/19,VAG408435,LOFLIN LAURA RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/19,VAG840037,LUCK STONE - CHARLOTTESVILLE PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",0,0,0,100,0,2611.65,0,0,23,0.25,8
12/31/19,VAG840037,LUCK STONE - CHARLOTTESVILLE PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAG408498,MARCUS ELIZABETH RESIDENCE,CHARLOTTESVILLE,VA,22903,ALBEMARLE COUNTY,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/19,VAG640065,NORTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/19,VAR050974,REPUBLIC SERVICES OF CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902-8710,CHARLOTTESVILLE,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"Solids, total suspended",930,30,0.90068452,100,0,37200,0,-36270,272.8,8.8,7.2
12/31/19,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"Solids, total suspended",,,0,100,0,52.7,0,,0,0,
12/31/19,VAG640097,SOUTH RIVANNA WATER TREATMENT PLANT,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Solids, total suspended",279.62066,3.039355,5.5,100,0,1525.2036,0,-1245.58294,13.432,0.146,8
12/31/19,VA0076244,STONE-ROBINSON ELEMENTARY,CHARLOTTESVILLE,VA,22901,ALBEMARLE,0.007,"Solids, total suspended",55.2,0.3,79.26023778,100,0,145.36,0,-90.16,0.031,0.001,
12/31/19,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Solids, total suspended",0,0,9.3,100,0,0,0,0,,,
12/31/19,VAR050780,UNITED PARCEL SERVICE - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22901,ALBEMARLE,,"Solids, total suspended",0,0,5.3,100,0,0,0,0,,,
12/31/19,VAR051372,UNIVERSITY OF VIRGINIA PARKING AND TRANSPORTATION,CHARLOTTESVILLE,VA,22904,,,"Solids, total suspended",0,0,25.4,100,0,0,0,0,,,
12/31/19,VAR052483,WASTE MANAGEMENT OF VIRGINIA INC - CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22902,,,"Solids, total suspended",,,,100,0,0,0,,,,
12/31/19,VAG110184,WILSON READY MIX-CHARLOTTESVILLE FACILITY,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",30.0304928,0.3264184,8.8,100,0,102.37668,0,-72.3461872,0.9016,0.0098,8.02
12/31/19,VAG110184,WILSON READY MIX-CHARLOTTESVILLE FACILITY,CHARLOTTESVILLE,VA,22911,,,"Solids, total suspended",,,,100,0,0,0,,0,0,
12/31/19,VAR050965,HARRY A WRIGHT'S INC,CHARLOTTESVILLE,VA,22902,,,"Zinc, total recoverable",0,0,0.045,100,0,0,0,0,,,
1/31/20,VA0075981,COMFORT INN  MONTICELLO STP,CHARLOTTESVILLE,VA,22911,ALBEMARLE COUNTY,0.04,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,117.8,0,,0.217,0.007,
1/31/20,VA0086584,GLENMORE STP,CHARLOTTESVILLE,VA,22902,ALBEMARLE COUNTY,0.381,"BOD, carbonaceous, 05 day, 20 C",21.7,0.7,1.795539367,100,0,682,0,-660.3,3.193,0.103,6.7
1/31/20,VA0025518,RIVANNA WATER & SEWER AUTHORITY MOORES CREEK WWTP,CHARLOTTESVILLE,VA,22902-9016,CHARLOTTESVILLE,15,"BOD, carbonaceous, 05 day, 20 C",,,,100,0,17670,0,,310,10,7
1/31/20,VA0092720,RYDER ENTERPRISES WWTP,CHARLOTTESVILLE,VA,22911,ALBEMARLE ,0.015,"BOD, carbonaceous, 05 day, 20 C",,,0,100,0,30.07,0,,0,0,
